역명,호선명,인구300,가구300,주택300,사업체수300,교육시설300,공공기관300,금융시설300,의료시설300,대중교통300,방범/방재300,백화점/중대형마트300,편의점300,극장/영화관300,도서관/박물관300,인구500,가구500,주택500,사업체수500,교육시설500,공공기관500,금융시설500,의료시설500,대중교통500,방범/방재500,백화점/중대형마트500,편의점500,극장/영화관500,도서관/박물관500,전철역코드,호선,외부코드,사이버스테이션,주소,현장민원소,관광안내소,문화공간,항공권판매,장애인시설,만남의장소,주차장,자전거보관소,무인민원발급기,역무실,수유방,엘레베이터,에스컬레이터,휠체어리프트시설,스피드게이트,화장실,X좌표,Y좌표,X좌표(WGS),Y좌표(WGS)
까치울,7호선,2534,883,536,249,4,0,0,9,28,0,0,3,0,5,5355,1742,1258,296,4,0,0,12,30,0,0,4,0,5,2753,7,751,2753,경기도 부천시 원미구 길주로 지하 626,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,458020,1112272,37.506207,126.810939
부천종합운동장,7호선,1592,598,551,1268,5,1,4,8,29,1,0,5,0,5,2943,1040,1014,1525,5,1,4,8,31,1,0,6,0,5,2754,7,752,2754,경기도 부천시 원미구 길주로 지하 502,N,N,N,N,N,N,N,N,,,Y,,,,,"게이트 내부,외부",455120,1111972,37.50538,126.797337
춘의,7호선,9422,3653,2812,2299,2,2,9,16,18,0,0,8,0,0,17625,6899,4704,3730,8,6,11,18,31,2,0,14,0,0,2755,7,753,2755,경기도 부천시 원미구 길주로 지하 406,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,452720,1111572,37.503663,126.787036
신중동,7호선,12113,5024,4539,2877,7,4,136,120,34,1,2,26,1,0,32596,12511,11124,3776,13,8,145,154,47,2,2,30,1,1,2756,7,754,2756,경기도 부천시 원미구 길주로 지하 314,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,450320,1111472,37.503048,126.77596
부천시청,7호선,7598,3004,3033,1466,6,6,25,102,27,1,2,16,1,0,25186,9831,9876,4196,11,11,58,234,64,3,6,34,2,0,2757,7,755,2757,경기도 부천시 원미구 길주로 지하 202,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,447620,1111872,37.504631,126.763538
상동,7호선,8607,3234,31997,3445,0,4,50,150,32,1,3,27,1,1,23816,8100,7691,4706,13,9,59,200,69,2,4,39,2,1,2758,7,756,2758,경기도 부천시 원미구 길주로 지하 104,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,445320,1112172,37.505781,126.753083
삼산체육관,7호선,5502,1803,1715,1207,9,0,24,78,44,0,0,13,0,0,20828,6998,6888,1350,10,0,24,97,56,0,0,15,0,0,2759,7,757,2759,인천광역시 부평구 길주로 지하 713,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,442720,1112472,37.506411,126.742153
굴포천,7호선,12537,4997,3400,1748,3,0,27,88,28,0,0,14,0,0,29904,11444,9114,2320,9,3,29,115,45,1,1,15,1,0,2760,7,758,2760,인천광역시 서구 환경로28번길 42,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,440720,1112472,37.506997,126.73128
부평구청,7호선,8884,3312,3049,640,1,5,4,23,21,1,0,7,0,1,21063,8088,6899,1310,7,8,7,55,40,1,0,10,1,1,2761,7,759,3118,인천광역시 부평구 길주로 지하 527,N,N,N,N,N,N,N,N,,,Y,,,,,"게이트 내부,외부",438020,1112972,37.508336,126.720548
암사,8호선,20711,8503,6164,1471,3,2,10,89,8,0,0,14,0,2,40589,16224,11257,2098,7,4,11,112,11,1,0,24,0,2,2811,8,810,2811,서울특별시 강동구 올림픽로 지하 776,,,,,,,,Y,,,N,,,,,게이트 외부,528032,1124410,37.55021,127.127562
천호(8),8호선,13907,6938,3983,2734,0,2,64,150,20,0,2,22,1,0,34895,15964,8538,4201,0,7,69,184,26,2,3,33,1,1,2812,8,811,2548,서울특별시 강동구 천호대로 지하 997,N,Y,N,Y,Y,Y,Y,Y,,,Y,,,,,게이트 외부,527042,1121095,37.538397,127.123572
강동구청,8호선,11791,4197,3001,1639,10,9,18,49,27,3,0,20,0,2,32474,12331,8723,2681,15,13,23,106,34,5,0,29,1,3,2813,8,812,2813,서울특별시 강동구 올림픽로 지하 550,N,N,N,N,N,N,N,Y,,,N,,,,,게이트 외부,526464,1118973,37.530341,127.120508
몽촌토성,8호선,8889,3490,3193,1577,10,4,40,37,20,1,0,20,0,3,28447,10762,9682,2307,10,5,46,81,25,1,0,29,0,3,2814,8,813,2814,서울특별시 송파구 올림픽로 지하 383,,,,,,,,Y,,,Y,,,,,게이트 외부,524665,1115335,37.517409,127.112359
잠실,8호선,5472,1883,1901,1456,0,2,99,45,19,0,6,17,1,0,13965,4883,4882,2446,5,7,112,88,24,1,6,20,1,0,2815,8,814,216,서울특별시 송파구 올림픽로 305,,,,Y,,,Y,Y,,,Y,,,,,게이트 외부,522390,1114282,37.51395,127.102234
석촌,8호선,16435,7249,5600,1335,4,6,26,70,8,2,0,17,0,0,36180,15671,11829,3073,5,8,38,145,24,2,3,38,0,1,2816,8,815,2816,서울특별시 송파구 송파대로 지하 439,,,,,,,,Y,,,N,,,,,게이트 외부,523577,1112057,37.505431,127.106979
송파,8호선,7142,2950,2052,4322,7,6,15,90,19,3,0,11,0,0,20185,7970,5839,5285,8,8,28,118,23,3,0,22,0,0,2817,8,816,2817,서울특별시 송파구 송파대로 지하 354,,,,,,,,Y,,,N,,,,,게이트 외부,524542,1110377,37.499703,127.112183
가락시장,8호선,6137,2451,2222,4706,0,2,45,61,12,1,1,9,0,0,21445,8033,7295,7435,2,7,72,89,29,2,3,28,2,1,2818,8,817,2818,서울특별시 송파구 송파대로 지하 257,N,N,N,N,N,N,N,Y,,,Y,,,,,게이트 외부,525992,1108579,37.492522,127.118234
문정,8호선,6251,2545,1911,2440,0,2,18,19,16,1,2,15,2,0,22585,9788,8342,3328,4,6,22,37,26,2,2,21,2,1,2819,8,818,2819,서울특별시 송파구 송파대로 지하 179,,,,,,,,Y,,,N,,,,,게이트 외부,526900,1106552,37.485855,127.1225
장지,8호선,10547,5146,5004,2118,5,2,18,36,22,1,2,11,2,0,21118,8712,8203,2690,6,4,21,66,44,2,2,15,2,0,2820,8,819,2820,서울특별시 송파구 송파대로 지하 82,,,,,,,,Y,,,Y,,,,,게이트 외부,527750,1104572,37.478703,127.126191
복정,8호선,1324,504,200,305,2,1,3,27,27,1,0,4,0,0,3864,1924,528,509,3,3,4,31,65,2,0,6,0,0,2821,8,820,1031,서울특별시 송파구 송파대로 지하 6,,,,,,,,Y,,,N,,,,,게이트 외부,527842,1102047,37.470047,127.126662
산성,8호선,7849,3344,1739,408,7,1,2,21,46,1,0,5,0,1,20702,8295,5353,625,12,2,2,37,47,1,0,7,0,2,2822,8,821,2822,경기도 성남시 수정구 수정로 지하 365,,,,,,,,Y,,,N,,,,,게이트 외부,532892,1098445,37.457122,127.149908
남한산성입구,8호선,16178,6002,4378,668,7,3,9,37,9,1,0,7,0,0,33594,12668,9076,1393,14,7,14,85,19,0,0,17,0,3,2823,8,822,2823,경기도 성남시 수정구 산성대로 지하 445,,,,,,,,Y,,,Y,,,,,게이트 외부,535225,1097102,37.451535,127.159816
단대오거리,8호선,11485,5066,2997,1523,1,3,11,70,13,0,1,8,1,1,34859,14532,8558,2569,4,7,11,122,24,0,1,17,1,0,2824,8,823,2824,경기도 성남시 수정구 산성대로 지하 365,,,,,,,,Y,,,N,,,,,게이트 외부,534430,1095327,37.44521,127.156866
신흥,8호선,14832,7301,3064,2229,2,4,16,79,15,2,0,20,0,0,35533,16173,7756,3483,11,5,30,136,23,2,0,31,0,0,2825,8,824,2825,경기도 성남시 수정구 산성대로 지하 280,,,,,,,,Y,,,N,,,,,게이트 외부,532420,1094155,37.440918,127.147564
수진,8호선,16583,7603,3515,1368,7,4,15,48,13,2,0,15,0,0,35450,16588,7464,2482,12,7,21,93,24,4,0,27,0,0,2826,8,825,2826,경기도 성남시 수정구 산성대로 지하 200,,,,,,,,Y,,,N,,,,,게이트 외부,530897,1093162,37.437428,127.140722
모란,8호선,11878,5571,2939,1723,7,3,45,62,16,2,1,26,1,0,29885,13495,7105,2989,7,8,61,108,26,2,1,38,1,0,2827,8,826,1853,경기도 성남시 수정구 산성대로 지하 100,N,N,N,N,N,N,N,Y,Y,,Y,,,,,게이트 외부,528402,1091947,37.43213,127.129087
종합운동장(2),9호선,2171,729,734,246,2,2,4,1,4,1,0,10,1,0,10966,3888,3857,1912,3,8,68,36,19,3,0,32,2,1,4130,9,930,218,서울특별시 송파구 올림픽로 지하 23,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,516222,1113652,37.510997,127.073642
신논현,9호선,7128,4123,2207,3402,1,4,44,196,35,0,0,34,2,0,21395,11953,6074,6512,4,5,101,388,49,0,0,70,5,4,4125,9,925,4125,서울특별시 강남구 봉은사로 지하 102,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,505392,1111790,37.504598,127.02506
사평,9호선,13355,4311,4164,262,5,2,3,21,14,0,0,3,0,1,28860,10833,8842,3408,11,6,48,87,41,2,1,28,1,1,4124,9,924,4124,서울특별시 서초구 사평대로 지하 285,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,503232,1111740,37.504206,127.015259
"고속터미널(3, 7)",9호선,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0,22334,7271,7206,3504,5,7,57,130,29,1,2,27,1,1,4123,9,923,329,서울특별시 서초구 신반포로 지하 188,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"게이트 내부,외부",500913,1111778,37.50481,127.004943
신반포,9호선,10581,3347,3349,644,11,6,7,30,16,2,0,5,0,0,22145,7151,7022,3598,11,11,39,100,36,3,1,24,1,0,4122,9,922,4122,서울특별시 서초구 신반포로 지하 105,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,499032,1111478,37.503415,126.995925
구반포,9호선,9500,3099,3011,869,8,2,11,26,13,0,0,6,0,0,17938,5791,5680,1049,8,3,15,35,26,1,0,7,0,0,4121,9,921,4121,서울특별시 서초구 신반포로 지하 17,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,497032,1110978,37.501364,126.987332
동작(4),9호선,2831,897,889,94,0,0,0,1,6,0,0,2,0,0,3883,1276,1196,109,2,0,0,1,9,0,0,2,0,0,4120,9,920,431,서울특별시 동작구 현충로 지하 220,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"게이트 내부,외부",495157,1111287,37.502971,126.979306
흑석,9호선,7221,3689,1999,1083,6,1,10,49,16,0,0,11,0,0,19089,7911,4621,1327,22,5,12,60,27,1,0,18,0,2,4119,9,919,4119,서울특별시 동작구 현충로 지하 90,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,491832,1112978,37.50877,126.963708
노들,9호선,7776,3568,2226,1531,2,5,4,13,22,2,0,8,0,1,17928,7916,5522,1875,5,6,5,28,35,3,0,13,0,2,4118,9,918,4118,서울특별시 동작구 노량진로 지하 238,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,489532,1114078,37.512887,126.953222
노량진,9호선,5845,4103,1416,2225,1,6,13,21,16,2,0,20,0,0,15091,8803,3583,3443,4,10,39,47,23,2,0,30,0,1,4117,9,917,1004,서울특별시 동작구 노량진로 지하 130,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"게이트 내부,외부",487327,1114430,37.514219,126.942454
샛강,9호선,5313,2067,1916,4007,0,5,447,98,30,1,1,21,1,1,16741,6409,5776,5070,5,8,472,120,44,2,1,33,1,2,4116,9,916,4116,서울특별시 영등포구 의사당대로 지하 166,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,483932,1115178,37.517274,126.928422
여의도(5),9호선,5716,2047,2091,4197,4,4,481,109,23,0,0,22,1,1,8717,3370,3427,6959,4,13,599,145,37,1,1,46,2,1,4115,9,915,2527,서울특별시 영등포구 의사당대로 지하 101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"게이트 내부,외부",483100,1116530,37.521624,126.924191
국회의사당,9호선,845,554,558,2774,0,14,116,38,17,2,0,23,1,1,845,554,558,2774,0,14,116,38,17,2,0,23,1,1,4114,9,914,4114,서울특별시 영등포구 국회대로 지하 758,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"게이트 내부,외부",481632,1118278,37.528105,126.917874
당산(2),9호선,12487,5772,4928,1357,4,4,65,67,16,2,0,17,0,0,23722,10278,8860,2191,10,7,82,93,34,2,0,22,0,2,4113,9,913,237,서울특별시 영등포구 당산로 229,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 내부,478290,1120184,37.53438,126.902281
선유도,9호선,9452,4116,3376,1977,14,4,30,59,29,0,0,24,0,3,13206,5578,4636,2223,16,5,39,61,36,1,0,27,0,3,4112,9,912,4112,서울특별시 영등포구 양평로 지하 124,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,476232,1121000,37.53802,126.893525
신목동,9호선,7339,2641,2346,354,3,1,4,8,18,1,0,6,0,0,13454,4858,4414,680,3,1,8,16,29,1,0,7,0,0,4111,9,911,4111,서울특별시 양천구 목동중앙로 지하 217,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,474030,1122700,37.544277,126.88308
염창,9호선,16071,6390,5315,1261,2,2,15,72,25,0,0,11,0,0,29444,11500,9797,1742,5,2,18,100,37,0,0,17,0,1,4110,9,910,4110,서울특별시 강서구 공항대로 지하 631,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,472150,1123550,37.546936,126.874916
등촌,9호선,14734,6302,5057,1611,8,2,19,84,21,1,0,12,0,0,32430,12781,10559,2353,11,7,25,119,38,3,0,25,0,2,4109,9,909,4109,서울특별시 강서구 공항대로 지하 529,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,470000,1124700,37.550632,126.865689
증미,9호선,15110,6625,5851,1636,10,7,13,39,18,2,1,13,0,2,36630,15462,13888,2643,12,7,19,87,45,2,2,19,0,2,4108,9,908,4108,서울특별시 강서구 양천로 지하 560,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,469000,1126600,37.557402,126.861939
가양,9호선,18639,8591,8363,1369,9,3,13,88,34,0,3,11,0,0,40453,18382,17695,1984,17,6,19,130,60,3,3,20,0,0,4107,9,907,4107,서울특별시 강서구 양천로 지하 485,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,467700,1127500,37.561391,126.854456
양천향교,9호선,8563,4196,3892,1456,4,4,32,33,46,0,0,14,0,2,18782,7980,7682,1516,5,4,32,43,48,0,0,15,0,2,4106,9,906,4106,서울특별시 강서구 양천로 지하 341,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,464880,1129370,37.568381,126.841333
마곡나루,9호선,3189,1170,1164,127,0,1,2,7,21,0,0,5,0,0,9610,3227,3215,149,1,1,2,7,25,0,0,5,0,0,4105,9,905,4105,서울특별시 강서구 마곡중앙5로 지하 2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,461700,1129100,37.567336,126.829497
신방화,9호선,14015,5426,4249,354,2,0,0,8,11,0,0,7,0,0,31590,11835,9604,1279,5,1,7,42,51,0,0,16,0,0,4104,9,904,4104,서울특별시 강서구 방화대로 지하 301,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,459400,1129200,37.567532,126.816601
공항시장,9호선,12149,5627,3295,1205,3,3,8,45,15,1,0,13,0,1,22525,10134,5926,2334,7,14,17,63,95,5,2,26,1,2,4103,9,903,4103,서울특별시 강서구 방화동로 지하 30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,458100,1128200,37.563726,126.810678
김포공항,9호선,16,5,7,601,1,10,5,2,63,4,2,7,1,0,16,5,7,601,1,10,5,2,63,4,2,7,1,0,4102,9,902,2513,서울특별시 강서구 하늘길 지하 77,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"게이트 내부,외부",455957,1127820,37.562434,126.801058
개화,9호선,1090,461,256,401,0,2,0,0,29,2,2,6,1,0,1996,803,490,898,3,11,5,5,71,5,2,9,1,0,4101,9,901,4101,서울특별시 강서구 개화동로8길 19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,455020,1132300,37.578608,126.798153
